split,method,metric,mean,ci95,seeds,tasks_per_seed
supported_multimodal_shift,graph_search_planner,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,graph_search_planner,mean_energy,0.43489,0.00022,8,12
supported_multimodal_shift,graph_search_planner,support_distance,0.00515,0.00005,8,12
supported_multimodal_shift,graph_search_planner,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,graph_search_planner,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,support_aware_energy_bridge_v5,success,1.00000,0.00000,8,12
supported_multimodal_shift,support_aware_energy_bridge_v5,collision,0.00000,0.00000,8,12
supported_multimodal_shift,support_aware_energy_bridge_v5,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,support_aware_energy_bridge_v5,mean_energy,0.43297,0.00029,8,12
supported_multimodal_shift,support_aware_energy_bridge_v5,support_distance,0.00584,0.00015,8,12
supported_multimodal_shift,support_aware_energy_bridge_v5,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,support_aware_energy_bridge_v5,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,grid_oracle,success,1.00000,0.00000,8,12
supported_multimodal_shift,grid_oracle,collision,0.00000,0.00000,8,12
supported_multimodal_shift,grid_oracle,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,grid_oracle,mean_energy,0.43484,0.00024,8,12
supported_multimodal_shift,grid_oracle,support_distance,0.00512,0.00005,8,12
supported_multimodal_shift,grid_oracle,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,grid_oracle,mode_escape,0.00000,0.00000,8,12
supported_single_mode,behavior_clone_nearest,success,1.00000,0.00000,8,12
supported_single_mode,behavior_clone_nearest,collision,0.00000,0.00000,8,12
supported_single_mode,behavior_clone_nearest,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,behavior_clone_nearest,mean_energy,0.44464,0.00065,8,12
supported_single_mode,behavior_clone_nearest,support_distance,0.00000,0.00000,8,12
supported_single_mode,behavior_clone_nearest,risk_proxy,0.00000,0.00000,8,12
supported_single_mode,behavior_clone_nearest,mode_escape,0.00000,0.00000,8,12
supported_single_mode,unguided_diffusion_prior,success,1.00000,0.00000,8,12
supported_single_mode,unguided_diffusion_prior,collision,0.00000,0.00000,8,12
supported_single_mode,unguided_diffusion_prior,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,unguided_diffusion_prior,mean_energy,0.44074,0.00055,8,12
supported_single_mode,unguided_diffusion_prior,support_distance,0.00460,0.00006,8,12
supported_single_mode,unguided_diffusion_prior,risk_proxy,0.00000,0.00000,8,12
supported_single_mode,unguided_diffusion_prior,mode_escape,0.00000,0.00000,8,12
supported_single_mode,energy_rerank_unguided,success,1.00000,0.00000,8,12
supported_single_mode,energy_rerank_unguided,collision,0.00000,0.00000,8,12
supported_single_mode,energy_rerank_unguided,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,energy_rerank_unguided,mean_energy,0.44022,0.00051,8,12
supported_single_mode,energy_rerank_unguided,support_distance,0.00475,0.00006,8,12
supported_single_mode,energy_rerank_unguided,risk_proxy,0.00000,0.00000,8,12
supported_single_mode,energy_rerank_unguided,mode_escape,0.00000,0.00000,8,12
supported_single_mode,energy_guided_diffusion,success,1.00000,0.00000,8,12
supported_single_mode,energy_guided_diffusion,collision,0.00000,0.00000,8,12
supported_single_mode,energy_guided_diffusion,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,energy_guided_diffusion,mean_energy,0.49116,0.00469,8,12
supported_single_mode,energy_guided_diffusion,support_distance,0.00593,0.00008,8,12
supported_single_mode,energy_guided_diffusion,risk_proxy,0.00000,0.00000,8,12
supported_single_mode,energy_guided_diffusion,mode_escape,0.00000,0.00000,8,12
supported_single_mode,strong_guided_diffusion,success,1.00000,0.00000,8,12
supported_single_mode,strong_guided_diffusion,collision,0.00000,0.00000,8,12
supported_single_mode,strong_guided_diffusion,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,strong_guided_diffusion,mean_energy,0.43997,0.00055,8,12
supported_single_mode,strong_guided_diffusion,support_distance,0.00474,0.00009,8,12
supported_single_mode,strong_guided_diffusion,risk_proxy,0.00000,0.00000,8,12
supported_single_mode,strong_guided_diffusion,mode_escape,0.00000,0.00000,8,12
supported_single_mode,support_projected_guidance,success,1.00000,0.00000,8,12
supported_single_mode,support_projected_guidance,collision,0.00000,0.00000,8,12
supported_single_mode,support_projected_guidance,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,support_projected_guidance,mean_energy,0.43890,0.00051,8,12
supported_single_mode,support_projected_guidance,support_distance,0.00472,0.00007,8,12
supported_single_mode,support_projected_guidance,risk_proxy,0.00000,0.00000,8,12
supported_single_mode,support_projected_guidance,mode_escape,0.00000,0.00000,8,12
supported_single_mode,mode_diverse_diffusion,success,1.00000,0.00000,8,12
supported_single_mode,mode_diverse_diffusion,collision,0.00000,0.00000,8,12
supported_single_mode,mode_diverse_diffusion,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,mode_diverse_diffusion,mean_energy,0.44023,0.00049,8,12
supported_single_mode,mode_diverse_diffusion,support_distance,0.00473,0.00008,8,12
supported_single_mode,mode_diverse_diffusion,risk_proxy,0.00000,0.00000,8,12
supported_single_mode,mode_diverse_diffusion,mode_escape,0.00000,0.00000,8,12
supported_single_mode,diffusion_cem_hybrid,success,1.00000,0.00000,8,12
supported_single_mode,diffusion_cem_hybrid,collision,0.00000,0.00000,8,12
supported_single_mode,diffusion_cem_hybrid,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,diffusion_cem_hybrid,mean_energy,0.43561,0.00046,8,12
supported_single_mode,diffusion_cem_hybrid,support_distance,0.00685,0.00012,8,12
supported_single_mode,diffusion_cem_hybrid,risk_proxy,0.00000,0.00000,8,12
supported_single_mode,diffusion_cem_hybrid,mode_escape,0.00000,0.00000,8,12
supported_single_mode,chomp_like_optimizer,success,1.00000,0.00000,8,12
supported_single_mode,chomp_like_optimizer,collision,0.00000,0.00000,8,12
supported_single_mode,chomp_like_optimizer,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,chomp_like_optimizer,mean_energy,0.43383,0.00054,8,12
supported_single_mode,chomp_like_optimizer,support_distance,0.00946,0.00024,8,12
supported_single_mode,chomp_like_optimizer,risk_proxy,0.00000,0.00000,8,12
supported_single_mode,chomp_like_optimizer,mode_escape,0.00000,0.00000,8,12
supported_single_mode,cem_trajectory_optimizer,success,1.00000,0.00000,8,12
supported_single_mode,cem_trajectory_optimizer,collision,0.00000,0.00000,8,12
supported_single_mode,cem_trajectory_optimizer,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,cem_trajectory_optimizer,mean_energy,0.44216,0.00041,8,12
supported_single_mode,cem_trajectory_optimizer,support_distance,0.10238,0.03284,8,12
supported_single_mode,cem_trajectory_optimizer,risk_proxy,0.00055,0.00018,8,12
supported_single_mode,cem_trajectory_optimizer,mode_escape,0.00000,0.00000,8,12
supported_single_mode,graph_search_planner,success,1.00000,0.00000,8,12
supported_single_mode,graph_search_planner,collision,0.00000,0.00000,8,12
supported_single_mode,graph_search_planner,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,graph_search_planner,mean_energy,0.43904,0.00055,8,12
supported_single_mode,graph_search_planner,support_distance,0.00485,0.00010,8,12
supported_single_mode,graph_search_planner,risk_proxy,0.00000,0.00000,8,12
supported_single_mode,graph_search_planner,mode_escape,0.00000,0.00000,8,12
supported_single_mode,support_aware_energy_bridge_v5,success,1.00000,0.00000,8,12
supported_single_mode,support_aware_energy_bridge_v5,collision,0.00000,0.00000,8,12
supported_single_mode,support_aware_energy_bridge_v5,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,support_aware_energy_bridge_v5,mean_energy,0.43704,0.00050,8,12
supported_single_mode,support_aware_energy_bridge_v5,support_distance,0.00544,0.00017,8,12
supported_single_mode,support_aware_energy_bridge_v5,risk_proxy,0.00000,0.00000,8,12
supported_single_mode,support_aware_energy_bridge_v5,mode_escape,0.00000,0.00000,8,12
supported_single_mode,grid_oracle,success,1.00000,0.00000,8,12
supported_single_mode,grid_oracle,collision,0.00000,0.00000,8,12
supported_single_mode,grid_oracle,dynamic_violation,0.00000,0.00000,8,12
supported_single_mode,grid_oracle,mean_energy,0.43480,0.00027,8,12
supported_single_mode,grid_oracle,support_distance,0.29651,0.03635,8,12
supported_single_mode,grid_oracle,risk_proxy,0.00157,0.00019,8,12
supported_single_mode,grid_oracle,mode_escape,0.00000,0.00000,8,12
