split,seed,task_id,method,success,collision,dynamic_violation,goal_error,min_clearance,max_speed,max_accel,path_length,task_energy,support_distance,risk_proxy,mode,target_mode,mode_frequency_in_prior,mode_escape,target_support_frequency,failure_label,description,stress_level
support_gap_sweep,6,0,energy_guided_diffusion,1,0,0,0.00352,0.21933,0.10116,0.06928,2.44713,0.55257,0.00756,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,0,strong_guided_diffusion,1,0,0,0.00289,0.22323,0.10189,0.00944,2.41727,0.43958,0.00540,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,0,support_projected_guidance,1,0,0,0.00243,0.22538,0.10111,0.01089,2.41725,0.43927,0.00534,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,0,mode_diverse_diffusion,1,0,0,0.00198,0.22493,0.10410,0.01197,2.41845,0.44034,0.00554,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,0,diffusion_cem_hybrid,1,0,0,0.00000,0.21763,0.10070,0.00569,2.40558,0.43599,0.00747,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,0,chomp_like_optimizer,1,0,0,0.00000,0.20808,0.09930,0.00596,2.39249,0.43348,0.01091,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,0,cem_trajectory_optimizer,1,0,0,0.00155,0.22405,0.10458,0.02139,2.42746,0.44507,0.00000,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,0,graph_search_planner,1,0,0,0.00083,0.22301,0.10347,0.00814,2.41908,0.43905,0.00563,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,0,support_aware_energy_bridge_v5,1,0,0,0.00000,0.22146,0.10181,0.00609,2.41246,0.43737,0.00572,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,1,energy_rerank_unguided,1,0,0,0.00073,0.23740,0.10427,0.01307,2.41595,0.43983,0.00487,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,1,energy_guided_diffusion,1,0,0,0.00278,0.22557,0.10630,0.06364,2.45768,0.57419,0.00755,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,1,strong_guided_diffusion,1,0,0,0.00290,0.23773,0.10324,0.01025,2.41254,0.43904,0.00482,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,1,support_projected_guidance,1,0,0,0.00262,0.23813,0.10332,0.00996,2.41221,0.43834,0.00479,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,1,mode_diverse_diffusion,1,0,0,0.00074,0.23735,0.10313,0.01428,2.41627,0.44048,0.00493,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,1,diffusion_cem_hybrid,1,0,0,0.00000,0.22865,0.10096,0.00598,2.40154,0.43526,0.00739,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,1,chomp_like_optimizer,1,0,0,0.00000,0.21974,0.09884,0.00592,2.39142,0.43327,0.00954,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,1,cem_trajectory_optimizer,1,0,0,0.00184,0.22751,0.10334,0.01799,2.41986,0.44397,0.00000,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,1,graph_search_planner,1,0,0,0.00013,0.23470,0.10327,0.00761,2.41524,0.43821,0.00518,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,1,support_aware_energy_bridge_v5,1,0,0,0.00000,0.23336,0.10152,0.00614,2.40793,0.43655,0.00556,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,2,energy_rerank_unguided,0,1,0,0.00059,-0.29800,0.10150,0.01417,2.42301,8.13886,0.00509,1.00000,lower,upper,0.6042,0,0.3958,collision_shortcut_from_guidance,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,2,energy_guided_diffusion,1,0,0,0.00469,0.25557,0.10231,0.04672,2.41349,0.51169,0.00667,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,2,strong_guided_diffusion,1,0,0,0.00286,0.25743,0.10145,0.00906,2.40966,0.43832,0.00514,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,2,support_projected_guidance,1,0,0,0.00284,0.25818,0.10037,0.00832,2.40950,0.43770,0.00522,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,2,mode_diverse_diffusion,1,0,0,0.00076,0.25640,0.10129,0.01159,2.41363,0.43996,0.00509,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,2,diffusion_cem_hybrid,1,0,0,0.00000,0.24528,0.09796,0.00575,2.39583,0.43417,0.00663,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,2,chomp_like_optimizer,1,0,0,0.00000,0.23858,0.09582,0.00593,2.38583,0.43217,0.01057,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,2,cem_trajectory_optimizer,1,0,0,0.00739,0.25978,0.10364,0.01601,2.42614,0.44602,0.00885,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,2,graph_search_planner,1,0,0,0.00064,0.25511,0.10122,0.00773,2.41185,0.43761,0.00565,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,2,support_aware_energy_bridge_v5,1,0,0,0.00000,0.24601,0.09922,0.00774,2.40187,0.43555,0.00436,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,3,energy_rerank_unguided,1,0,0,0.00033,0.17017,0.10755,0.01008,2.46551,0.44921,0.00475,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,3,energy_guided_diffusion,1,0,0,0.00314,0.16468,0.10536,0.04277,2.48053,0.50058,0.00583,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,3,strong_guided_diffusion,1,0,0,0.00351,0.16985,0.10478,0.01393,2.46334,0.45039,0.00472,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,3,support_projected_guidance,1,0,0,0.00342,0.16950,0.10695,0.01014,2.46289,0.44793,0.00464,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,3,mode_diverse_diffusion,1,0,0,0.00033,0.17014,0.10746,0.01324,2.46739,0.45095,0.00467,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,3,diffusion_cem_hybrid,1,0,0,0.00000,0.16207,0.10522,0.00646,2.44944,0.44427,0.00797,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,3,chomp_like_optimizer,1,0,0,0.00000,0.15223,0.10295,0.00611,2.43923,0.44226,0.01053,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,3,cem_trajectory_optimizer,1,0,0,0.00454,0.18248,0.10728,0.01962,2.48226,0.45953,0.00000,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,3,graph_search_planner,1,0,0,0.00060,0.16857,0.10880,0.00843,2.46405,0.44736,0.00514,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,3,support_aware_energy_bridge_v5,1,0,0,0.00000,0.16532,0.10711,0.00625,2.45764,0.44588,0.00540,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,4,energy_rerank_unguided,1,0,0,0.00101,0.22986,0.10938,0.01206,2.47378,0.45086,0.00584,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,4,energy_guided_diffusion,1,0,0,0.00432,0.22300,0.10560,0.04852,2.49727,0.53780,0.00748,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,4,strong_guided_diffusion,1,0,0,0.00293,0.22970,0.10515,0.01156,2.46921,0.45064,0.00559,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,4,support_projected_guidance,1,0,0,0.00309,0.22901,0.10596,0.00896,2.46915,0.44923,0.00577,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,4,mode_diverse_diffusion,1,0,0,0.00100,0.22811,0.10996,0.01117,2.47370,0.45048,0.00551,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,4,diffusion_cem_hybrid,1,0,0,0.00000,0.21580,0.10469,0.00637,2.45437,0.44520,0.00797,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,4,chomp_like_optimizer,1,0,0,0.00000,0.21139,0.10339,0.00626,2.44431,0.44324,0.01064,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,4,cem_trajectory_optimizer,1,0,0,0.00209,0.22966,0.10860,0.01786,2.47222,0.45248,0.00000,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,4,graph_search_planner,1,0,0,0.00110,0.22700,0.10775,0.00797,2.47190,0.44891,0.00591,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,4,support_aware_energy_bridge_v5,1,0,0,0.00000,0.21942,0.10674,0.00694,2.45995,0.44641,0.00652,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,5,energy_rerank_unguided,1,0,0,0.00087,0.28312,0.10331,0.01197,2.40390,0.43754,0.00578,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,5,energy_guided_diffusion,1,0,0,0.00443,0.28312,0.10364,0.03402,2.40558,0.46061,0.00625,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,5,strong_guided_diffusion,1,0,0,0.00317,0.28084,0.10411,0.01086,2.39915,0.43725,0.00569,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,5,support_projected_guidance,1,0,0,0.00310,0.28311,0.10286,0.00891,2.39871,0.43598,0.00551,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,5,mode_diverse_diffusion,1,0,0,0.00087,0.28165,0.10283,0.01150,2.40245,0.43750,0.00564,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,5,diffusion_cem_hybrid,1,0,0,0.00000,0.27356,0.10145,0.00566,2.38624,0.43232,0.00704,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,5,chomp_like_optimizer,1,0,0,0.00000,0.26495,0.09943,0.00582,2.37424,0.43005,0.01089,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,5,cem_trajectory_optimizer,1,0,0,0.00315,0.28469,0.10316,0.01493,2.40772,0.44111,0.00000,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,5,graph_search_planner,1,0,0,0.00026,0.28571,0.10460,0.00771,2.40316,0.43582,0.00534,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,5,support_aware_energy_bridge_v5,1,0,0,0.00000,0.27819,0.10275,0.00672,2.39360,0.43384,0.00569,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,6,energy_rerank_unguided,1,0,0,0.00103,0.25902,0.10053,0.01321,2.39988,0.43769,0.00499,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,6,energy_guided_diffusion,1,0,0,0.00321,0.25972,0.09939,0.03968,2.40799,0.48838,0.00613,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,6,strong_guided_diffusion,1,0,0,0.00303,0.26220,0.09860,0.00989,2.39635,0.43578,0.00490,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,6,support_projected_guidance,1,0,0,0.00282,0.26201,0.09989,0.00838,2.39672,0.43533,0.00496,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,6,mode_diverse_diffusion,1,0,0,0.00033,0.26739,0.09845,0.01276,2.40304,0.43733,0.00719,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,6,diffusion_cem_hybrid,1,0,0,0.00000,0.24775,0.09647,0.00666,2.38236,0.43168,0.00695,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,6,chomp_like_optimizer,1,0,0,0.00000,0.24092,0.09655,0.00600,2.37391,0.43005,0.00992,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,6,cem_trajectory_optimizer,1,0,0,0.00110,0.26609,0.10318,0.01785,2.40762,0.44213,0.00000,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,6,graph_search_planner,1,0,0,0.00059,0.26466,0.10002,0.00734,2.39833,0.43502,0.00535,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,6,support_aware_energy_bridge_v5,1,0,0,0.00000,0.25830,0.09900,0.00581,2.39040,0.43328,0.00591,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,7,energy_rerank_unguided,1,0,0,0.00126,0.22142,0.10727,0.01314,2.46537,0.44998,0.00541,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,7,energy_guided_diffusion,1,0,0,0.00455,0.20906,0.11366,0.08177,2.50288,0.66660,0.00925,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,7,strong_guided_diffusion,1,0,0,0.00296,0.22034,0.10545,0.01359,2.46412,0.44994,0.00568,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,7,support_projected_guidance,1,0,0,0.00266,0.22199,0.10628,0.01029,2.46219,0.44768,0.00551,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,7,mode_diverse_diffusion,1,0,0,0.00127,0.22187,0.10616,0.01296,2.46676,0.44994,0.00572,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,7,diffusion_cem_hybrid,1,0,0,0.00000,0.21192,0.10446,0.00610,2.44973,0.44433,0.00654,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,7,chomp_like_optimizer,1,0,0,0.00000,0.20689,0.10283,0.00610,2.43752,0.44196,0.01009,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,7,cem_trajectory_optimizer,1,0,0,0.00697,0.21213,0.10670,0.02237,2.47194,0.46001,0.00876,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,7,graph_search_planner,1,0,0,0.00188,0.21641,0.10650,0.01017,2.45872,0.44750,0.00614,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,6,7,support_aware_energy_bridge_v5,1,0,0,0.00000,0.21742,0.10614,0.00647,2.45763,0.44589,0.00536,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,0,energy_rerank_unguided,1,0,0,0.00069,0.21820,0.10849,0.01289,2.46987,0.45079,0.00515,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,0,energy_guided_diffusion,1,0,0,0.00589,0.21226,0.11201,0.05825,2.48486,0.52744,0.00702,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,0,strong_guided_diffusion,1,0,0,0.00397,0.21987,0.10564,0.01153,2.46472,0.44958,0.00489,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,0,support_projected_guidance,1,0,0,0.00263,0.21900,0.10707,0.01066,2.46570,0.44874,0.00503,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,0,mode_diverse_diffusion,1,0,0,0.00069,0.21718,0.10990,0.01283,2.46982,0.45021,0.00494,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,0,diffusion_cem_hybrid,1,0,0,0.00000,0.21114,0.10576,0.00646,2.45272,0.44487,0.00700,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,0,chomp_like_optimizer,1,0,0,0.00000,0.20650,0.10333,0.00614,2.44035,0.44246,0.01047,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,0,cem_trajectory_optimizer,1,0,0,0.00086,0.21606,0.11045,0.01713,2.47610,0.45600,0.00000,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,0,graph_search_planner,1,0,0,0.00075,0.22201,0.10899,0.00768,2.46731,0.44806,0.00566,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,0,support_aware_energy_bridge_v5,1,0,0,0.00000,0.21696,0.10679,0.00672,2.46010,0.44634,0.00630,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,1,energy_rerank_unguided,1,0,0,0.00087,0.23670,0.10278,0.01167,2.40660,0.43848,0.00571,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,1,energy_guided_diffusion,1,0,0,0.00350,0.22450,0.10416,0.06259,2.45493,0.58791,0.00843,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,1,strong_guided_diffusion,1,0,0,0.00390,0.23636,0.10229,0.01310,2.40307,0.43865,0.00573,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,1,support_projected_guidance,1,0,0,0.00329,0.23866,0.10313,0.01105,2.40294,0.43690,0.00543,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,1,mode_diverse_diffusion,1,0,0,0.00087,0.23653,0.10441,0.01304,2.40622,0.43806,0.00566,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,1,diffusion_cem_hybrid,1,0,0,0.00000,0.23047,0.10125,0.00553,2.39240,0.43351,0.00658,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,1,chomp_like_optimizer,1,0,0,0.00000,0.21747,0.09919,0.00562,2.37941,0.43100,0.01066,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,1,cem_trajectory_optimizer,1,0,0,0.00157,0.23787,0.10093,0.01519,2.40726,0.44098,0.00000,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,1,graph_search_planner,1,0,0,0.00069,0.23591,0.10385,0.00742,2.40509,0.43626,0.00551,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,1,support_aware_energy_bridge_v5,1,0,0,0.00000,0.23357,0.10181,0.00830,2.39772,0.43469,0.00595,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,2,energy_rerank_unguided,1,0,0,0.00082,0.19003,0.10389,0.01159,2.42872,0.44221,0.00511,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,2,energy_guided_diffusion,1,0,0,0.00408,0.18018,0.10275,0.04468,2.44585,0.50652,0.00635,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,2,strong_guided_diffusion,1,0,0,0.00364,0.18979,0.10369,0.01613,2.42671,0.44486,0.00508,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,2,support_projected_guidance,1,0,0,0.00281,0.18937,0.10192,0.00859,2.42539,0.44078,0.00471,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,2,mode_diverse_diffusion,1,0,0,0.00082,0.18857,0.10464,0.01336,2.42876,0.44272,0.00499,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,2,diffusion_cem_hybrid,1,0,0,0.00000,0.18314,0.10092,0.00611,2.41456,0.43768,0.00559,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,2,chomp_like_optimizer,1,0,0,0.00000,0.17497,0.10010,0.00624,2.40171,0.43523,0.01016,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,2,cem_trajectory_optimizer,1,0,0,0.00429,0.19196,0.10406,0.01734,2.42722,0.44735,0.00000,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,2,graph_search_planner,1,0,0,0.00084,0.19510,0.10489,0.00788,2.43015,0.44111,0.00515,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,2,support_aware_energy_bridge_v5,1,0,0,0.00000,0.18581,0.10278,0.00653,2.42154,0.43906,0.00437,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,3,energy_rerank_unguided,1,0,0,0.00085,0.20906,0.10344,0.01203,2.43603,0.44355,0.00462,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,3,energy_guided_diffusion,1,0,0,0.00347,0.19922,0.10337,0.04995,2.45578,0.50823,0.00629,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,3,strong_guided_diffusion,1,0,0,0.00290,0.20991,0.10272,0.01368,2.43194,0.44356,0.00509,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,3,support_projected_guidance,1,0,0,0.00319,0.20864,0.10279,0.00966,2.43129,0.44196,0.00502,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,3,mode_diverse_diffusion,1,0,0,0.00084,0.21041,0.10408,0.01338,2.43653,0.44404,0.00479,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,3,diffusion_cem_hybrid,1,0,0,0.00000,0.20467,0.09910,0.00619,2.42031,0.43871,0.00665,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,3,chomp_like_optimizer,1,0,0,0.00000,0.18952,0.09777,0.00601,2.40636,0.43610,0.00965,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,3,cem_trajectory_optimizer,1,0,0,0.00208,0.20234,0.10451,0.02314,2.43762,0.44745,0.00000,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,3,graph_search_planner,1,0,0,0.00054,0.21068,0.10250,0.00851,2.43290,0.44157,0.00489,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,3,support_aware_energy_bridge_v5,1,0,0,0.00000,0.20789,0.10150,0.00846,2.42553,0.44014,0.00487,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,4,energy_rerank_unguided,1,0,0,0.00167,0.27800,0.10193,0.01012,2.39398,0.43527,0.00470,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,4,energy_guided_diffusion,1,0,0,0.00345,0.27635,0.10561,0.03592,2.40530,0.48635,0.00588,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,4,strong_guided_diffusion,1,0,0,0.00406,0.27777,0.10282,0.01121,2.38894,0.43626,0.00469,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,4,support_projected_guidance,1,0,0,0.00280,0.27820,0.10238,0.00916,2.39043,0.43411,0.00455,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,4,mode_diverse_diffusion,1,0,0,0.00168,0.27555,0.10240,0.00908,2.39377,0.43550,0.00495,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,4,diffusion_cem_hybrid,1,0,0,0.00000,0.27084,0.09903,0.00579,2.37960,0.43106,0.00688,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,4,chomp_like_optimizer,1,0,0,0.00000,0.26479,0.09829,0.00564,2.36791,0.42884,0.00991,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,4,cem_trajectory_optimizer,1,0,0,0.00469,0.26658,0.10348,0.01307,2.39295,0.43788,0.00000,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
support_gap_sweep,7,4,graph_search_planner,1,0,0,0.00045,0.28253,0.10248,0.00713,2.39530,0.43442,0.00522,0.00000,upper,upper,0.3958,0,0.3958,success,support frequency sweep upper=0.40,0.20
